name,extension,path,dirs
Spirit_Zone-Spirit_De_Amor,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Spirit_Zone-Spirit_De_Amor.mp3,jazz
Stefan_Olofsson-Snow_Fever,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Stefan_Olofsson-Snow_Fever.mp3,jazz
Stefan_Olofsson-Strait_From_The_Jacket,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Stefan_Olofsson-Strait_From_The_Jacket.mp3,jazz
Stop_Irrational_Logic-Jennifers_Flower,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Stop_Irrational_Logic-Jennifers_Flower.mp3,jazz
Stop_Irrational_Logic-THE_SPACE_TRANCE,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Stop_Irrational_Logic-THE_SPACE_TRANCE.mp3,jazz
sub5-For_your_love,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\sub5-For_your_love.mp3,jazz
sub5-Q_bass,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\sub5-Q_bass.mp3,jazz
sub5-Something_nice_in_G,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\sub5-Something_nice_in_G.mp3,jazz
sub5-Southside,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\sub5-Southside.mp3,jazz
Sunshine-Someone_who_belongs_to_me,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Sunshine-Someone_who_belongs_to_me.mp3,jazz
SwingSet_Quintet-The_Chuckler,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\SwingSet_Quintet-The_Chuckler.mp3,jazz
Tamara_Wellons-Spring_Giddiness,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Tamara_Wellons-Spring_Giddiness.mp3,jazz
Test_Type_Trio-New_Glitch,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Test_Type_Trio-New_Glitch.mp3,jazz
That_Much-saphiro_dedal,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\That_Much-saphiro_dedal.mp3,jazz
The_2_plus_1_Trio-Main_Street,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_2_plus_1_Trio-Main_Street.mp3,jazz
The_2_plus_1_Trio-Unmentionable,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_2_plus_1_Trio-Unmentionable.mp3,jazz
The_Alan_Hayes_Project-Evening_Sunrise,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Alan_Hayes_Project-Evening_Sunrise.mp3,jazz
The_Auburn_Knights_Orchestra-Fly_Me_to_the_Moon,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Auburn_Knights_Orchestra-Fly_Me_to_the_Moon.mp3,jazz
The_Auburn_Knights_Orchestra-St__Thomas,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Auburn_Knights_Orchestra-St__Thomas.mp3,jazz
The_Billy_Laffoday_Band-Dance_With_the_Lady,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Billy_Laffoday_Band-Dance_With_the_Lady.mp3,jazz
The_BLADE_CO_-The_Journey_,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_BLADE_CO_-The_Journey_.mp3,jazz
The_Bonuts-Lady_on_a_Spiral_Staircase,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Bonuts-Lady_on_a_Spiral_Staircase.mp3,jazz
The_Bonuts-Life_With_Irene,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Bonuts-Life_With_Irene.mp3,jazz
The_Bonuts-Monkman,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Bonuts-Monkman.mp3,jazz
The_Coldest_Drink_in_Town-Sneaky_Man,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Coldest_Drink_in_Town-Sneaky_Man.mp3,jazz
The_Combustion_Collective-Crime_of_Onan,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Combustion_Collective-Crime_of_Onan.mp3,jazz
The_Combustion_Collective-Hank_s_Luck_Runs_Out,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Combustion_Collective-Hank_s_Luck_Runs_Out.mp3,jazz
The_Combustion_Collective-I_Like_To_Scream,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Combustion_Collective-I_Like_To_Scream.mp3,jazz
The_DW_Project-Itch_and_Scratch,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_DW_Project-Itch_and_Scratch.mp3,jazz
The_DW_Project-Prayer,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_DW_Project-Prayer.mp3,jazz
The_Funk_Heights_Affair-Matters_of_the_Heart,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Funk_Heights_Affair-Matters_of_the_Heart.mp3,jazz
The_Funk_Heights_Affair-Woodpecker_s_Reprise,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Funk_Heights_Affair-Woodpecker_s_Reprise.mp3,jazz
The_Industrial_Jazz_Group-Plus_or_Minus_Eleven,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Industrial_Jazz_Group-Plus_or_Minus_Eleven.mp3,jazz
The_Jeremy_Cubert_Project-Happy_The_Fan,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Jeremy_Cubert_Project-Happy_The_Fan.mp3,jazz
The_Larry_Steen_World_Jazz_Ensemble-Break_The_Ice,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Larry_Steen_World_Jazz_Ensemble-Break_The_Ice.mp3,jazz
The_Larry_Steen_World_Jazz_Ensemble-Dervishland,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Larry_Steen_World_Jazz_Ensemble-Dervishland.mp3,jazz
The_Larry_Steen_World_Jazz_Ensemble-Drum__N_Barong,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Larry_Steen_World_Jazz_Ensemble-Drum__N_Barong.mp3,jazz
The_Larry_Steen_World_Jazz_Ensemble-Matu__reclass_,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Larry_Steen_World_Jazz_Ensemble-Matu__reclass_.mp3,jazz
The_Larry_Steen_World_Jazz_Ensemble-Seven_Come_Five,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Larry_Steen_World_Jazz_Ensemble-Seven_Come_Five.mp3,jazz
The_Larry_Steen_World_Jazz_Ensemble-Whelan_s_Jig,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Larry_Steen_World_Jazz_Ensemble-Whelan_s_Jig.mp3,jazz
The_Likes_Of_Me-See_Minor,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Likes_Of_Me-See_Minor.mp3,jazz
The_Meadow_City_Band-Autumn_Walk,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Meadow_City_Band-Autumn_Walk.mp3,jazz
The_Mike_Arnold_Jazz_Company-Seven,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Mike_Arnold_Jazz_Company-Seven.mp3,jazz
The_Old_Dogs_at_Play-Snatch_Crackers,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Old_Dogs_at_Play-Snatch_Crackers.mp3,jazz
The_Reunion-12_Days,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Reunion-12_Days.mp3,jazz
The_Reunion-Leaving,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Reunion-Leaving.mp3,jazz
The_Reunion-Woman_of_the_Sea,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Reunion-Woman_of_the_Sea.mp3,jazz
The_Slicked_Up_9_s-A_Wee_Bit_Gloomy,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Slicked_Up_9_s-A_Wee_Bit_Gloomy.mp3,jazz
The_Slicked_Up_9_s-Big_Bess,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Slicked_Up_9_s-Big_Bess.mp3,jazz
The_Slicked_Up_9_s-T_aint_What_You_Do,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Slicked_Up_9_s-T_aint_What_You_Do.mp3,jazz
The_Steve_Darlington_Quintet-Sprechen_Sie_Evil_,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Steve_Darlington_Quintet-Sprechen_Sie_Evil_.mp3,jazz
The_TCQ-Pressin__Ma_Bit,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_TCQ-Pressin__Ma_Bit.mp3,jazz
The_Tippy_Ninja-suspicion_of_innocence,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\The_Tippy_Ninja-suspicion_of_innocence.mp3,jazz
Thirsty_Alley-Boudoir,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Thirsty_Alley-Boudoir.mp3,jazz
Tim_McDonald-Aargh_Mr__Scarborough,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Tim_McDonald-Aargh_Mr__Scarborough.mp3,jazz
Too_Much_Coffee-Karen,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Too_Much_Coffee-Karen.mp3,jazz
Trio_Mission-Pirite,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Trio_Mission-Pirite.mp3,jazz
Troy_Harmer_Jazz_Trio-11_Tone_Blues,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Troy_Harmer_Jazz_Trio-11_Tone_Blues.mp3,jazz
Tuere-More_Than_Time,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Tuere-More_Than_Time.mp3,jazz
usra_leedham-it_has_been_said,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\usra_leedham-it_has_been_said.mp3,jazz
VBD-Straight_No_Ice,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\VBD-Straight_No_Ice.mp3,jazz
Victor_McClain-Children_of_The_Sun,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Victor_McClain-Children_of_The_Sun.mp3,jazz
Vinny_Ray-bONjULU,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Vinny_Ray-bONjULU.mp3,jazz
Vivan_Myhrvold_Lassen-Margaretas_vaggvisa_Isa,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Vivan_Myhrvold_Lassen-Margaretas_vaggvisa_Isa.mp3,jazz
Vivan_Myhrvold_Lassen-Vind__vind_lyckliga_vind,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Vivan_Myhrvold_Lassen-Vind__vind_lyckliga_vind.mp3,jazz
Wabi_Sabi-Apathetic_Jazz_Tune,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Wabi_Sabi-Apathetic_Jazz_Tune.mp3,jazz
Walbass_LTD_-Eleventy_11,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Walbass_LTD_-Eleventy_11.mp3,jazz
Waterloo_Jazz_Duo-Godnattvisa,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Waterloo_Jazz_Duo-Godnattvisa.mp3,jazz
ZemZada-Groovy_Jeans,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\ZemZada-Groovy_Jeans.mp3,jazz
Zen_Bastards-lydia_s_dance,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Zen_Bastards-lydia_s_dance.mp3,jazz
Zen_Bastards-psychotic_larry_vs_the_toaster_oven,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\Zen_Bastards-psychotic_larry_vs_the_toaster_oven.mp3,jazz
ZoneRangers-Mofunculus,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\ZoneRangers-Mofunculus.mp3,jazz
ZoneRangers-Seconds_From_Nowhere,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\ZoneRangers-Seconds_From_Nowhere.mp3,jazz
ZoneRangers-The_Zone_at_Twighlight,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\ZoneRangers-The_Zone_at_Twighlight.mp3,jazz
_the_MOVE-Easy,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\jazz\_the_MOVE-Easy.mp3,jazz
AccoladeUK-Sleep_Tonight,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\AccoladeUK-Sleep_Tonight.mp3,pop
AccoladeUK-Wish_that_they_could_hear_us,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\AccoladeUK-Wish_that_they_could_hear_us.mp3,pop
Adam_Saul_Bloch-Orchard_Drive,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Adam_Saul_Bloch-Orchard_Drive.mp3,pop
Adrienne_Stiefel-All_I_Know,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Adrienne_Stiefel-All_I_Know.mp3,pop
Allegra-Skyline,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Allegra-Skyline.mp3,pop
Allegra-Why,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Allegra-Why.mp3,pop
Amanda_Meza-Here_I_Am,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Amanda_Meza-Here_I_Am.mp3,pop
Amy_Steinberg_Band-Reflections,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Amy_Steinberg_Band-Reflections.mp3,pop
Amy_Steinberg_Band-Should_ve_Known,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Amy_Steinberg_Band-Should_ve_Known.mp3,pop
Andrea_England-Heart_Wide_Open__Eyes_Wide_Shut_,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Andrea_England-Heart_Wide_Open__Eyes_Wide_Shut_.mp3,pop
Anne_Regina-I_Learned_From_You,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Anne_Regina-I_Learned_From_You.mp3,pop
Anqui-Eh_lo_eh_la,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Anqui-Eh_lo_eh_la.mp3,pop
Artgeko-Holding,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Artgeko-Holding.mp3,pop
Arthur_Yoria-P_S_A_,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Arthur_Yoria-P_S_A_.mp3,pop
Aruna-Broken_Circles,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Aruna-Broken_Circles.mp3,pop
Ave_nue-Free,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Ave_nue-Free.mp3,pop
AZWEL-In_Two,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\AZWEL-In_Two.mp3,pop
Bill_Bairley-Going_Home,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Bill_Bairley-Going_Home.mp3,pop
boysengirls-same_song__sad_end,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\boysengirls-same_song__sad_end.mp3,pop
Bryon_Mack-Crazy_World,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Bryon_Mack-Crazy_World.mp3,pop
Cassidy-Love_You_Like_My_Radio,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Cassidy-Love_You_Like_My_Radio.mp3,pop
christa_couture-day_4,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\christa_couture-day_4.mp3,pop
Christine_Havrilla-Diamonds,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Christine_Havrilla-Diamonds.mp3,pop
Cornerstone-End_of_the_Sky,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Cornerstone-End_of_the_Sky.mp3,pop
Cynthias_Brow-I_Wish_I_Had,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Cynthias_Brow-I_Wish_I_Had.mp3,pop
Dave_Keats-Everlasting,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Dave_Keats-Everlasting.mp3,pop
Dean_Drouillard-Talk_Me_Up,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Dean_Drouillard-Talk_Me_Up.mp3,pop
delaware-Everything_Changes,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\delaware-Everything_Changes.mp3,pop
Dena_Risha-I_ll_Keep_You,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Dena_Risha-I_ll_Keep_You.mp3,pop
dePresleys-Operator,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\dePresleys-Operator.mp3,pop
Dormant_Light-Calisite,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Dormant_Light-Calisite.mp3,pop
doublesixx-Out_of_love,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\doublesixx-Out_of_love.mp3,pop
DOV-Tired,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\DOV-Tired.mp3,pop
Electronic_Soul-Freezer_Burn,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Electronic_Soul-Freezer_Burn.mp3,pop
EmilyRichards-Surrender,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\EmilyRichards-Surrender.mp3,pop
ENTROPY64-Mind_Conditioning,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\ENTROPY64-Mind_Conditioning.mp3,pop
Erin_Alden-Story_of_the_week,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Erin_Alden-Story_of_the_week.mp3,pop
Fair_Trade-Moonshine,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Fair_Trade-Moonshine.mp3,pop
Fig-The_Good_Together_Brings,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Fig-The_Good_Together_Brings.mp3,pop
Film-Take_It_All_Away,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Film-Take_It_All_Away.mp3,pop
Geoff_Byrd-Elusive_Butterfly,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Geoff_Byrd-Elusive_Butterfly.mp3,pop
Geoff_Byrd-Frozen,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Geoff_Byrd-Frozen.mp3,pop
Gunner-Take_Me_Home,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Gunner-Take_Me_Home.mp3,pop
Head_Patrol-Matter_Of_Time,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Head_Patrol-Matter_Of_Time.mp3,pop
Ian_Tanner-Ten_Cartwheels,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Ian_Tanner-Ten_Cartwheels.mp3,pop
James_Albin_Band-Alright,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\James_Albin_Band-Alright.mp3,pop
James_Speer-Blue_Bowl,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\James_Speer-Blue_Bowl.mp3,pop
Jeepstar-Little_Ocean,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Jeepstar-Little_Ocean.mp3,pop
Jeneen-Tell_Me_Right_Now,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Jeneen-Tell_Me_Right_Now.mp3,pop
Jenna_Drey-Stand_In_Line,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Jenna_Drey-Stand_In_Line.mp3,pop
Jenna_Drey-Why___Dance_Version,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Jenna_Drey-Why___Dance_Version.mp3,pop
Jennifer_Dahl-All_Night,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Jennifer_Dahl-All_Night.mp3,pop
Jensen-gotta_be_a_better_way,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Jensen-gotta_be_a_better_way.mp3,pop
Jesus_Martini-For_You,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Jesus_Martini-For_You.mp3,pop
Josh_Fausset-Spruce_Top_Kid,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Josh_Fausset-Spruce_Top_Kid.mp3,pop
Julie_Kim-Free,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Julie_Kim-Free.mp3,pop
Karen-Thats_The_Way_It_Is,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Karen-Thats_The_Way_It_Is.mp3,pop
Kelly_Johnson-Inner_Beauty,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Kelly_Johnson-Inner_Beauty.mp3,pop
Lady_Jane_Grey-Twilight,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Lady_Jane_Grey-Twilight.mp3,pop
Larry_Michael_Miller_Band-Never_Make_It_Without_You,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Larry_Michael_Miller_Band-Never_Make_It_Without_You.mp3,pop
Laura_Song-Higher,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Laura_Song-Higher.mp3,pop
Less_Than_7-rescue_me,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Less_Than_7-rescue_me.mp3,pop
LEVI-all_the_rules_are_broken,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\LEVI-all_the_rules_are_broken.mp3,pop
Londra-Nothing_Happened,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Londra-Nothing_Happened.mp3,pop
Lyndsey_Highlander-Whatcha_Say,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Lyndsey_Highlander-Whatcha_Say.mp3,pop
Lyndsey_Highlander-Wonder_Of_The_One,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Lyndsey_Highlander-Wonder_Of_The_One.mp3,pop
Lyndsey_Highlander-You_Are_My_Everything,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Lyndsey_Highlander-You_Are_My_Everything.mp3,pop
Lynn_Harrison-Room_to_Love,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Lynn_Harrison-Room_to_Love.mp3,pop
March_Hares-Clock_Keeps_Ticking,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\March_Hares-Clock_Keeps_Ticking.mp3,pop
Marc_Trachtenberg-Lost_in_Dreams,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\pop\Marc_Trachtenberg-Lost_in_Dreams.mp3,pop
